ID,Location1,Location2,Distance_km
223,Wielicka – Powstańców Wielkopolskich – Powstańców Śląskich – Limanowskiego,Mogilska – Lema – al. Jana Pawła II – Meissnera,3.638647695515913
224,Wielicka – Powstańców Wielkopolskich – Powstańców Śląskich – Limanowskiego,Księcia Józefa – Most Zwierzyniecki,4.208428020786167
225,Wielicka – Powstańców Wielkopolskich – Powstańców Śląskich – Limanowskiego,Pachońskiego – Sosabowskiego – Trasa Wolbromska,6.3254088507583415
226,Bratysławska – Doktora Twardego – Wybickiego,al. Mickiewicza – Piłsudskiego – Focha,2.8064286537037586
227,Bratysławska – Doktora Twardego – Wybickiego,al. Mickiewicza – Reymonta,2.3422320222455353
228,Bratysławska – Doktora Twardego – Wybickiego,al. Słowackiego – Prądnicka – Długa,1.1558557444616278
229,Bratysławska – Doktora Twardego – Wybickiego,Beliny-Prażmowskiego – Brodowicza,2.568266690872818
230,Bratysławska – Doktora Twardego – Wybickiego,Konopnickiej – Kamieńskiego – Kalwaryjska – Wadowicka (rondo Matecznego),5.316394445435005
231,Bratysławska – Doktora Twardego – Wybickiego,Monte Cassino – Kapelanka – Zielińskiego – Nowaczyńskiego,4.366902988671595
232,Bratysławska – Doktora Twardego – Wybickiego,Zakopiańska – Wadowicka – Tischnera – Brożka,6.105649534693236
233,Bratysławska – Doktora Twardego – Wybickiego,Grota-Roweckiego – Kapelanka – Brożka – Lipińskiego,5.9802297664153174
234,Bratysławska – Doktora Twardego – Wybickiego,Wielicka – Powstańców Wielkopolskich – Powstańców Śląskich – Limanowskiego,5.083916707528293
235,Bratysławska – Doktora Twardego – Wybickiego,Piastowska – Lea,2.418603255443406
236,Bratysławska – Doktora Twardego – Wybickiego,Armii Krajowej – Zarzecze,3.3459662216291495
237,Bratysławska – Doktora Twardego – Wybickiego,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,6.20347260951416
238,Bratysławska – Doktora Twardego – Wybickiego,Piastowska – Armii Krajowej – Nawojki,2.6208426757362786
239,Bratysławska – Doktora Twardego – Wybickiego,Herberta – Turowicza – Trasa Łagiewnicka,7.732209474142678
240,Bratysławska – Doktora Twardego – Wybickiego,Witosa – Nowosądecka – Łużycka,8.12762281205866
241,Bratysławska – Doktora Twardego – Wybickiego,Wielicka – Nowosądecka,7.435900022992108
242,Bratysławska – Doktora Twardego – Wybickiego,Wielicka – Teligi – Kostaneckiego,9.109633798992345
243,Bratysławska – Doktora Twardego – Wybickiego,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,8.693285552595215
244,Bratysławska – Doktora Twardego – Wybickiego,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,4.873020902777379
245,Bratysławska – Doktora Twardego – Wybickiego,al. 29 Listopada – Opolska – Lublańska,1.5343479099119077
246,Bratysławska – Doktora Twardego – Wybickiego,Ks. Józefa – Jodłowa,6.083974676788533
247,Bratysławska – Doktora Twardego – Wybickiego,Zakopiańska – Jugowicka – Zawiła,8.56988986934577
248,Bratysławska – Doktora Twardego – Wybickiego,Mogilska – Lema – al. Jana Pawła II – Meissnera,3.829518729904103
249,Bratysławska – Doktora Twardego – Wybickiego,Księcia Józefa – Most Zwierzyniecki,4.4360174537153405
250,Bratysławska – Doktora Twardego – Wybickiego,Pachońskiego – Sosabowskiego – Trasa Wolbromska,1.250735387524969
251,Piastowska – Lea,al. Mickiewicza – Piłsudskiego – Focha,2.0382677238375924
252,Piastowska – Lea,al. Mickiewicza – Reymonta,1.6470846231534955
253,Piastowska – Lea,al. Słowackiego – Prądnicka – Długa,2.209855709317948
254,Piastowska – Lea,Beliny-Prażmowskiego – Brodowicza,3.931685526085571
255,Piastowska – Lea,Konopnickiej – Kamieńskiego – Kalwaryjska – Wadowicka (rondo Matecznego),4.745316943712551
256,Piastowska – Lea,Monte Cassino – Kapelanka – Zielińskiego – Nowaczyńskiego,3.208197469037425
257,Piastowska – Lea,Zakopiańska – Wadowicka – Tischnera – Brożka,5.314704553402557
258,Piastowska – Lea,Grota-Roweckiego – Kapelanka – Brożka – Lipińskiego,4.89441575041081
259,Piastowska – Lea,Wielicka – Powstańców Wielkopolskich – Powstańców Śląskich – Limanowskiego,5.266282732906994
260,Piastowska – Lea,Bratysławska – Doktora Twardego – Wybickiego,2.418603255443406
261,Piastowska – Lea,Armii Krajowej – Zarzecze,1.2369231388390014
262,Piastowska – Lea,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,4.765033355380892
263,Piastowska – Lea,Piastowska – Armii Krajowej – Nawojki,0.26424208123283677
264,Piastowska – Lea,Herberta – Turowicza – Trasa Łagiewnicka,7.016321702002824
265,Piastowska – Lea,Witosa – Nowosądecka – Łużycka,7.818501612733707
266,Piastowska – Lea,Wielicka – Nowosądecka,7.576734636197959
267,Piastowska – Lea,Wielicka – Teligi – Kostaneckiego,9.381097315341348
268,Piastowska – Lea,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,10.575560357277766
269,Piastowska – Lea,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,7.107626975435433
270,Piastowska – Lea,al. 29 Listopada – Opolska – Lublańska,3.8758959445841845
271,Piastowska – Lea,Ks. Józefa – Jodłowa,3.744159538296238
272,Piastowska – Lea,Zakopiańska – Jugowicka – Zawiła,7.394422399533799
273,Piastowska – Lea,Mogilska – Lema – al. Jana Pawła II – Meissnera,5.61013837748128
274,Piastowska – Lea,Księcia Józefa – Most Zwierzyniecki,2.593098524737058
275,Piastowska – Lea,Pachońskiego – Sosabowskiego – Trasa Wolbromska,3.0311582640929466
276,Armii Krajowej – Zarzecze,al. Mickiewicza – Piłsudskiego – Focha,3.1891835485484448
277,Armii Krajowej – Zarzecze,al. Mickiewicza – Reymonta,2.8532992283269274
278,Armii Krajowej – Zarzecze,al. Słowackiego – Prądnicka – Długa,3.389023045548536
279,Armii Krajowej – Zarzecze,Beliny-Prażmowskiego – Brodowicza,5.151136439224887
280,Armii Krajowej – Zarzecze,Konopnickiej – Kamieńskiego – Kalwaryjska – Wadowicka (rondo Matecznego),5.755316339064046
281,Armii Krajowej – Zarzecze,Monte Cassino – Kapelanka – Zielińskiego – Nowaczyńskiego,4.107419405705053
282,Armii Krajowej – Zarzecze,Zakopiańska – Wadowicka – Tischnera – Brożka,6.2279023261241475
283,Armii Krajowej – Zarzecze,Grota-Roweckiego – Kapelanka – Brożka – Lipińskiego,5.706823064148218
284,Armii Krajowej – Zarzecze,Wielicka – Powstańców Wielkopolskich – Powstańców Śląskich – Limanowskiego,6.430230504512721
285,Armii Krajowej – Zarzecze,Bratysławska – Doktora Twardego – Wybickiego,3.3459662216291495
286,Armii Krajowej – Zarzecze,Piastowska – Lea,1.2369231388390014
287,Armii Krajowej – Zarzecze,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,5.402919846328907
288,Armii Krajowej – Zarzecze,Piastowska – Armii Krajowej – Nawojki,1.2756564381206337
289,Armii Krajowej – Zarzecze,Herberta – Turowicza – Trasa Łagiewnicka,7.903347279447162
290,Armii Krajowej – Zarzecze,Witosa – Nowosądecka – Łużycka,8.823403946419099
291,Armii Krajowej – Zarzecze,Wielicka – Nowosądecka,8.696351407477236
292,Armii Krajowej – Zarzecze,Wielicka – Teligi – Kostaneckiego,10.508802671717465
293,Armii Krajowej – Zarzecze,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,11.770592277655725
294,Armii Krajowej – Zarzecze,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,8.18322759585812
295,Armii Krajowej – Zarzecze,al. 29 Listopada – Opolska – Lublańska,4.873087951551023
296,Armii Krajowej – Zarzecze,Ks. Józefa – Jodłowa,3.5005392764143584
297,Armii Krajowej – Zarzecze,Zakopiańska – Jugowicka – Zawiła,8.070551112857066
298,Armii Krajowej – Zarzecze,Mogilska – Lema – al. Jana Pawła II – Meissnera,6.802713304872002
299,Armii Krajowej – Zarzecze,Księcia Józefa – Most Zwierzyniecki,3.163700205596192
300,Armii Krajowej – Zarzecze,Pachońskiego – Sosabowskiego – Trasa Wolbromska,3.5824430901921502
301,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,al. Mickiewicza – Piłsudskiego – Focha,3.3983254754288996
302,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,al. Mickiewicza – Reymonta,3.8680309689885988
303,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,al. Słowackiego – Prądnicka – Długa,5.1481956494541485
304,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,Beliny-Prażmowskiego – Brodowicza,5.40538997059619
305,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,Konopnickiej – Kamieńskiego – Kalwaryjska – Wadowicka (rondo Matecznego),2.121008413595462
306,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,Monte Cassino – Kapelanka – Zielińskiego – Nowaczyńskiego,1.8483164275878703
307,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,Zakopiańska – Wadowicka – Tischnera – Brożka,1.7005080051863701
308,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,Grota-Roweckiego – Kapelanka – Brożka – Lipińskiego,0.9295293675715397
309,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,Wielicka – Powstańców Wielkopolskich – Powstańców Śląskich – Limanowskiego,3.721657383955905
310,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,Bratysławska – Doktora Twardego – Wybickiego,6.20347260951416
311,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,Piastowska – Lea,4.765033355380892
312,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,Armii Krajowej – Zarzecze,5.402919846328907
313,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,Piastowska – Armii Krajowej – Nawojki,4.52194527653273
314,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,Herberta – Turowicza – Trasa Łagiewnicka,2.8594773582619224
315,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,Witosa – Nowosądecka – Łużycka,4.170192731740635
316,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,Wielicka – Nowosądecka,4.823079444928568
317,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,Wielicka – Teligi – Kostaneckiego,6.449674195007424
318,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,10.893425913976559
319,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,9.033346899692328
320,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,al. 29 Listopada – Opolska – Lublańska,6.944843817099878
321,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,Ks. Józefa – Jodłowa,3.435597117021348
322,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,Zakopiańska – Jugowicka – Zawiła,2.6676362826757742
323,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,Mogilska – Lema – al. Jana Pawła II – Meissnera,6.844841084091884
324,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,Księcia Józefa – Most Zwierzyniecki,2.2406658003967475
325,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,Pachońskiego – Sosabowskiego – Trasa Wolbromska,7.321963442757359
326,Piastowska – Armii Krajowej – Nawojki,al. Mickiewicza – Piłsudskiego – Focha,1.9216584770459755
327,Piastowska – Armii Krajowej – Nawojki,al. Mickiewicza – Reymonta,1.579464762635943
328,Piastowska – Armii Krajowej – Nawojki,al. Słowackiego – Prądnicka – Długa,2.311511426566164
329,Piastowska – Armii Krajowej – Nawojki,Beliny-Prażmowskiego – Brodowicza,3.9799590728385312
330,Piastowska – Armii Krajowej – Nawojki,Konopnickiej – Kamieńskiego – Kalwaryjska – Wadowicka (rondo Matecznego),4.5735173902684
331,Piastowska – Armii Krajowej – Nawojki,Monte Cassino – Kapelanka – Zielińskiego – Nowaczyńskiego,3.0016478064894287
332,Piastowska – Armii Krajowej – Nawojki,Zakopiańska – Wadowicka – Tischnera – Brożka,5.117749959673523
333,Piastowska – Armii Krajowej – Nawojki,Grota-Roweckiego – Kapelanka – Brożka – Lipińskiego,4.676046002147153
334,Piastowska – Armii Krajowej – Nawojki,Wielicka – Powstańców Wielkopolskich – Powstańców Śląskich – Limanowskiego,5.162931342696161
335,Piastowska – Armii Krajowej – Nawojki,Bratysławska – Doktora Twardego – Wybickiego,2.6208426757362786
336,Piastowska – Armii Krajowej – Nawojki,Piastowska – Lea,0.26424208123283677
337,Piastowska – Armii Krajowej – Nawojki,Armii Krajowej – Zarzecze,1.2756564381206337
338,Piastowska – Armii Krajowej – Nawojki,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,4.52194527653273
339,Piastowska – Armii Krajowej – Nawojki,Herberta – Turowicza – Trasa Łagiewnicka,6.815985388940201
340,Piastowska – Armii Krajowej – Nawojki,Witosa – Nowosądecka – Łużycka,7.649023947293186
341,Piastowska – Armii Krajowej – Nawojki,Wielicka – Nowosądecka,7.45022587810353
342,Piastowska – Armii Krajowej – Nawojki,Wielicka – Teligi – Kostaneckiego,9.259252499510206
343,Piastowska – Armii Krajowej – Nawojki,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,10.639835935792497
344,Piastowska – Armii Krajowej – Nawojki,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,7.241617359551282
345,Piastowska – Armii Krajowej – Nawojki,al. 29 Listopada – Opolska – Lublańska,4.047299846370585
346,Piastowska – Armii Krajowej – Nawojki,Ks. Józefa – Jodłowa,3.5029274825618586
347,Piastowska – Armii Krajowej – Nawojki,Zakopiańska – Jugowicka – Zawiła,7.15954794769557
348,Piastowska – Armii Krajowej – Nawojki,Mogilska – Lema – al. Jana Pawła II – Meissnera,5.682386929633144
349,Piastowska – Armii Krajowej – Nawojki,Księcia Józefa – Most Zwierzyniecki,2.3369304374620743
350,Piastowska – Armii Krajowej – Nawojki,Pachońskiego – Sosabowskiego – Trasa Wolbromska,3.2824056633800316
351,Herberta – Turowicza – Trasa Łagiewnicka,al. Mickiewicza – Piłsudskiego – Focha,5.155759154870611
352,Herberta – Turowicza – Trasa Łagiewnicka,al. Mickiewicza – Reymonta,5.662659755203848
353,Herberta – Turowicza – Trasa Łagiewnicka,al. Słowackiego – Prądnicka – Długa,6.576955318902806
354,Herberta – Turowicza – Trasa Łagiewnicka,Beliny-Prażmowskiego – Brodowicza,5.998518861392748
355,Herberta – Turowicza – Trasa Łagiewnicka,Konopnickiej – Kamieńskiego – Kalwaryjska – Wadowicka (rondo Matecznego),2.4173972204603293
356,Herberta – Turowicza – Trasa Łagiewnicka,Monte Cassino – Kapelanka – Zielińskiego – Nowaczyńskiego,3.815683851161728
357,Herberta – Turowicza – Trasa Łagiewnicka,Zakopiańska – Wadowicka – Tischnera – Brożka,1.7040959365240722
358,Herberta – Turowicza – Trasa Łagiewnicka,Grota-Roweckiego – Kapelanka – Brożka – Lipińskiego,2.2266154283368826
359,Herberta – Turowicza – Trasa Łagiewnicka,Wielicka – Powstańców Wielkopolskich – Powstańców Śląskich – Limanowskiego,3.216929631961535
360,Herberta – Turowicza – Trasa Łagiewnicka,Bratysławska – Doktora Twardego – Wybickiego,7.732209474142678
361,Herberta – Turowicza – Trasa Łagiewnicka,Piastowska – Lea,7.016321702002824
362,Herberta – Turowicza – Trasa Łagiewnicka,Armii Krajowej – Zarzecze,7.903347279447162
363,Herberta – Turowicza – Trasa Łagiewnicka,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,2.8594773582619224
364,Herberta – Turowicza – Trasa Łagiewnicka,Piastowska – Armii Krajowej – Nawojki,6.815985388940201
365,Herberta – Turowicza – Trasa Łagiewnicka,Witosa – Nowosądecka – Łużycka,1.4515877218950037
366,Herberta – Turowicza – Trasa Łagiewnicka,Wielicka – Nowosądecka,2.657714195982858
367,Herberta – Turowicza – Trasa Łagiewnicka,Wielicka – Teligi – Kostaneckiego,3.8774695579673732
368,Herberta – Turowicza – Trasa Łagiewnicka,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,9.726843587918461
369,Herberta – Turowicza – Trasa Łagiewnicka,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,9.037912690158052
370,Herberta – Turowicza – Trasa Łagiewnicka,al. 29 Listopada – Opolska – Lublańska,7.955111859253883
371,Herberta – Turowicza – Trasa Łagiewnicka,Ks. Józefa – Jodłowa,6.292035302471628
372,Herberta – Turowicza – Trasa Łagiewnicka,Zakopiańska – Jugowicka – Zawiła,1.6975154528916236
373,Herberta – Turowicza – Trasa Łagiewnicka,Mogilska – Lema – al. Jana Pawła II – Meissnera,6.849450342243941
374,Herberta – Turowicza – Trasa Łagiewnicka,Księcia Józefa – Most Zwierzyniecki,4.836827077801974
375,Herberta – Turowicza – Trasa Łagiewnicka,Pachońskiego – Sosabowskiego – Trasa Wolbromska,8.969768746820025
376,Witosa – Nowosądecka – Łużycka,al. Mickiewicza – Piłsudskiego – Focha,5.831313520421638
377,Witosa – Nowosądecka – Łużycka,al. Mickiewicza – Reymonta,6.312604826687802
378,Witosa – Nowosądecka – Łużycka,al. Słowackiego – Prądnicka – Długa,6.986217167564027
379,Witosa – Nowosądecka – Łużycka,Beliny-Prażmowskiego – Brodowicza,6.039862492847191
380,Witosa – Nowosądecka – Łużycka,Konopnickiej – Kamieńskiego – Kalwaryjska – Wadowicka (rondo Matecznego),3.0755557141490604
381,Witosa – Nowosądecka – Łużycka,Monte Cassino – Kapelanka – Zielińskiego – Nowaczyńskiego,4.73292914529347
382,Witosa – Nowosądecka – Łużycka,Zakopiańska – Wadowicka – Tischnera – Brożka,2.6801820423667317
383,Witosa – Nowosądecka – Łużycka,Grota-Roweckiego – Kapelanka – Brożka – Lipińskiego,3.391782179673476
384,Witosa – Nowosądecka – Łużycka,Wielicka – Powstańców Wielkopolskich – Powstańców Śląskich – Limanowskiego,3.133467831712134
385,Witosa – Nowosądecka – Łużycka,Bratysławska – Doktora Twardego – Wybickiego,8.12762281205866
386,Witosa – Nowosądecka – Łużycka,Piastowska – Lea,7.818501612733707
387,Witosa – Nowosądecka – Łużycka,Armii Krajowej – Zarzecze,8.823403946419099
388,Witosa – Nowosądecka – Łużycka,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,4.170192731740635
389,Witosa – Nowosądecka – Łużycka,Piastowska – Armii Krajowej – Nawojki,7.649023947293186
390,Witosa – Nowosądecka – Łużycka,Herberta – Turowicza – Trasa Łagiewnicka,1.4515877218950037
391,Witosa – Nowosądecka – Łużycka,Wielicka – Nowosądecka,1.515623955917363
392,Witosa – Nowosądecka – Łużycka,Wielicka – Teligi – Kostaneckiego,2.428781063777681
393,Witosa – Nowosądecka – Łużycka,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,8.708053944500762
394,Witosa – Nowosądecka – Łużycka,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,8.601925918428842
395,Witosa – Nowosądecka – Łużycka,al. 29 Listopada – Opolska – Lublańska,8.07605636521444
396,Witosa – Nowosądecka – Łużycka,Ks. Józefa – Jodłowa,7.592572470094348
397,Witosa – Nowosądecka – Łużycka,Zakopiańska – Jugowicka – Zawiła,3.0048992677401216
398,Witosa – Nowosądecka – Łużycka,Mogilska – Lema – al. Jana Pawła II – Meissnera,6.523441063849624
399,Witosa – Nowosądecka – Łużycka,Księcia Józefa – Most Zwierzyniecki,5.916468175329412
400,Witosa – Nowosądecka – Łużycka,Pachońskiego – Sosabowskiego – Trasa Wolbromska,9.378144486133534
401,Wielicka – Nowosądecka,al. Mickiewicza – Piłsudskiego – Focha,5.538469988096921
402,Wielicka – Nowosądecka,al. Mickiewicza – Reymonta,5.962587969459473
403,Wielicka – Nowosądecka,al. Słowackiego – Prądnicka – Długa,6.3492872847594555
404,Wielicka – Nowosądecka,Beliny-Prażmowskiego – Brodowicza,5.098628103281984
405,Wielicka – Nowosądecka,Konopnickiej – Kamieńskiego – Kalwaryjska – Wadowicka (rondo Matecznego),3.108904166601295
406,Wielicka – Nowosądecka,Monte Cassino – Kapelanka – Zielińskiego – Nowaczyńskiego,4.805284679669969
407,Wielicka – Nowosądecka,Zakopiańska – Wadowicka – Tischnera – Brożka,3.13256561844997
408,Wielicka – Nowosądecka,Grota-Roweckiego – Kapelanka – Brożka – Lipińskiego,3.918279948175966
409,Wielicka – Nowosądecka,Wielicka – Powstańców Wielkopolskich – Powstańców Śląskich – Limanowskiego,2.3786575965857026
410,Wielicka – Nowosądecka,Bratysławska – Doktora Twardego – Wybickiego,7.435900022992108
411,Wielicka – Nowosądecka,Piastowska – Lea,7.576734636197959
412,Wielicka – Nowosądecka,Armii Krajowej – Zarzecze,8.696351407477236
413,Wielicka – Nowosądecka,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,4.823079444928568
414,Wielicka – Nowosądecka,Piastowska – Armii Krajowej – Nawojki,7.45022587810353
415,Wielicka – Nowosądecka,Herberta – Turowicza – Trasa Łagiewnicka,2.657714195982858
416,Wielicka – Nowosądecka,Witosa – Nowosądecka – Łużycka,1.515623955917363
417,Wielicka – Nowosądecka,Wielicka – Teligi – Kostaneckiego,1.8146012557258973
418,Wielicka – Nowosądecka,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,7.197087202508515
419,Wielicka – Nowosądecka,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,7.246982535779221
420,Wielicka – Nowosądecka,al. 29 Listopada – Opolska – Lublańska,7.131717857454156
421,Wielicka – Nowosądecka,Ks. Józefa – Jodłowa,8.07850033503728
422,Wielicka – Nowosądecka,Zakopiańska – Jugowicka – Zawiła,4.345388550091146
423,Wielicka – Nowosądecka,Mogilska – Lema – al. Jana Pawła II – Meissnera,5.271470488808448
424,Wielicka – Nowosądecka,Księcia Józefa – Most Zwierzyniecki,6.1120392545243485
425,Wielicka – Nowosądecka,Pachońskiego – Sosabowskiego – Trasa Wolbromska,8.66662153548596
426,Wielicka – Teligi – Kostaneckiego,al. Mickiewicza – Piłsudskiego – Focha,7.3435994765222725
427,Wielicka – Teligi – Kostaneckiego,al. Mickiewicza – Reymonta,7.7577938186242985
428,Wielicka – Teligi – Kostaneckiego,al. Słowackiego – Prądnicka – Długa,8.060440671000814
429,Wielicka – Teligi – Kostaneckiego,Beliny-Prażmowskiego – Brodowicza,6.663920899666137
430,Wielicka – Teligi – Kostaneckiego,Konopnickiej – Kamieńskiego – Kalwaryjska – Wadowicka (rondo Matecznego),4.897628842060431
431,Wielicka – Teligi – Kostaneckiego,Monte Cassino – Kapelanka – Zielińskiego – Nowaczyńskiego,6.605013880654129
432,Wielicka – Teligi – Kostaneckiego,Zakopiańska – Wadowicka – Tischnera – Brożka,4.810469402797266
433,Wielicka – Teligi – Kostaneckiego,Grota-Roweckiego – Kapelanka – Brożka – Lipińskiego,5.58644965110977
434,Wielicka – Teligi – Kostaneckiego,Wielicka – Powstańców Wielkopolskich – Powstańców Śląskich – Limanowskiego,4.141446672823832
435,Wielicka – Teligi – Kostaneckiego,Bratysławska – Doktora Twardego – Wybickiego,9.109633798992345
436,Wielicka – Teligi – Kostaneckiego,Piastowska – Lea,9.381097315341348
437,Wielicka – Teligi – Kostaneckiego,Armii Krajowej – Zarzecze,10.508802671717465
438,Wielicka – Teligi – Kostaneckiego,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,6.449674195007424
439,Wielicka – Teligi – Kostaneckiego,Piastowska – Armii Krajowej – Nawojki,9.259252499510206
440,Wielicka – Teligi – Kostaneckiego,Herberta – Turowicza – Trasa Łagiewnicka,3.8774695579673732
441,Wielicka – Teligi – Kostaneckiego,Witosa – Nowosądecka – Łużycka,2.428781063777681
442,Wielicka – Teligi – Kostaneckiego,Wielicka – Nowosądecka,1.8146012557258973
443,Wielicka – Teligi – Kostaneckiego,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,7.168096122723795
444,Wielicka – Teligi – Kostaneckiego,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,8.205431566455706
445,Wielicka – Teligi – Kostaneckiego,al. 29 Listopada – Opolska – Lublańska,8.647881601987603
446,Wielicka – Teligi – Kostaneckiego,Ks. Józefa – Jodłowa,9.797385126972616
447,Wielicka – Teligi – Kostaneckiego,Zakopiańska – Jugowicka – Zawiła,5.391956494952849
448,Wielicka – Teligi – Kostaneckiego,Mogilska – Lema – al. Jana Pawła II – Meissnera,6.495095588819416
449,Wielicka – Teligi – Kostaneckiego,Księcia Józefa – Most Zwierzyniecki,7.899407560236842
450,Wielicka – Teligi – Kostaneckiego,Pachońskiego – Sosabowskiego – Trasa Wolbromska,10.317833733548452
451,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,al. Mickiewicza – Piłsudskiego – Focha,9.189355601106941
452,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,al. Mickiewicza – Reymonta,9.23260898546073
453,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,al. Słowackiego – Prądnicka – Długa,8.381573316995757
454,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,Beliny-Prażmowskiego – Brodowicza,6.665299544566387
455,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,Konopnickiej – Kamieńskiego – Kalwaryjska – Wadowicka (rondo Matecznego),8.776322002528728
456,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,Monte Cassino – Kapelanka – Zielińskiego – Nowaczyńskiego,9.739320731940296
457,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,Zakopiańska – Wadowicka – Tischnera – Brożka,9.39362831393088
458,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,Grota-Roweckiego – Kapelanka – Brożka – Lipińskiego,10.019233203124308
459,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,Wielicka – Powstańców Wielkopolskich – Powstańców Śląskich – Limanowskiego,7.175644845305465
460,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,Bratysławska – Doktora Twardego – Wybickiego,8.693285552595215
461,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,Piastowska – Lea,10.575560357277766
462,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,Armii Krajowej – Zarzecze,11.770592277655725
463,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,10.893425913976559
464,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,Piastowska – Armii Krajowej – Nawojki,10.639835935792497
465,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,Herberta – Turowicza – Trasa Łagiewnicka,9.726843587918461
466,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,Witosa – Nowosądecka – Łużycka,8.708053944500762
467,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,Wielicka – Nowosądecka,7.197087202508515
468,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,Wielicka – Teligi – Kostaneckiego,7.168096122723795
469,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,4.23960351438482
470,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,al. 29 Listopada – Opolska – Lublańska,7.274902907981543
471,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,Ks. Józefa – Jodłowa,13.157341441770152
