ID,Location1,Location2,Distance_km,Travel_Time_hr
198,Grota-Roweckiego – Kapelanka – Brożka – Lipińskiego,Mogilska – Lema – al. Jana Pawła II – Meissnera,8.234203422414186,0:08:55.494560
199,Grota-Roweckiego – Kapelanka – Brożka – Lipińskiego,Księcia Józefa – Most Zwierzyniecki,3.257897069955113,0:03:32.566905
200,Grota-Roweckiego – Kapelanka – Brożka – Lipińskiego,Pachońskiego – Sosabowskiego – Trasa Wolbromska,8.805599975722389,0:10:12.998412
201,Wielicka – Powstańców Wielkopolskich – Powstańców Śląskich – Limanowskiego,al. Mickiewicza – Piłsudskiego – Focha,4.642704272873631,0:04:39.736660
202,Wielicka – Powstańców Wielkopolskich – Powstańców Śląskich – Limanowskiego,al. Mickiewicza – Reymonta,5.160667104850867,0:05:17.029984
203,Wielicka – Powstańców Wielkopolskich – Powstańców Śląskich – Limanowskiego,al. Słowackiego – Prądnicka – Długa,4.897846135445257,0:06:36.019728
204,Wielicka – Powstańców Wielkopolskich – Powstańców Śląskich – Limanowskiego,Beliny-Prażmowskiego – Brodowicza,3.6808503700840722,0:04:12.872205
205,Wielicka – Powstańców Wielkopolskich – Powstańców Śląskich – Limanowskiego,Konopnickiej – Kamieńskiego – Kalwaryjska – Wadowicka (rondo Matecznego),1.8061346471159225,0:01:43.071707
206,Wielicka – Powstańców Wielkopolskich – Powstańców Śląskich – Limanowskiego,Monte Cassino – Kapelanka – Zielińskiego – Nowaczyńskiego,4.26939072888151,0:04:18.766409
207,Wielicka – Powstańców Wielkopolskich – Powstańców Śląskich – Limanowskiego,Zakopiańska – Wadowicka – Tischnera – Brożka,2.560483521559883,0:02:34.878713
208,Wielicka – Powstańców Wielkopolskich – Powstańców Śląskich – Limanowskiego,Grota-Roweckiego – Kapelanka – Brożka – Lipińskiego,3.3704296059554473,0:03:33.099263
209,Wielicka – Powstańców Wielkopolskich – Powstańców Śląskich – Limanowskiego,Bratysławska – Doktora Twardego – Wybickiego,6.198980104137965,0:08:09.701374
210,Wielicka – Powstańców Wielkopolskich – Powstańców Śląskich – Limanowskiego,Piastowska – Lea,7.1541801717316895,0:07:40.562925
211,Wielicka – Powstańców Wielkopolskich – Powstańców Śląskich – Limanowskiego,Armii Krajowej – Zarzecze,8.41884776686247,0:09:11.618992
212,Wielicka – Powstańców Wielkopolskich – Powstańców Śląskich – Limanowskiego,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,4.390258707643507,0:04:33.628246
213,Wielicka – Powstańców Wielkopolskich – Powstańców Śląskich – Limanowskiego,Piastowska – Armii Krajowej – Nawojki,6.904984793843581,0:07:22.620858
214,Wielicka – Powstańców Wielkopolskich – Powstańców Śląskich – Limanowskiego,Herberta – Turowicza – Trasa Łagiewnicka,3.625994137164035,0:03:20.020837
215,Wielicka – Powstańców Wielkopolskich – Powstańców Śląskich – Limanowskiego,Witosa – Nowosądecka – Łużycka,4.1523374684543315,0:04:08.063050
216,Wielicka – Powstańców Wielkopolskich – Powstańców Śląskich – Limanowskiego,Wielicka – Nowosądecka,2.472017043547286,0:02:32.714144
217,Wielicka – Powstańców Wielkopolskich – Powstańców Śląskich – Limanowskiego,Wielicka – Teligi – Kostaneckiego,4.2903502253347074,0:04:06.144990
218,Wielicka – Powstańców Wielkopolskich – Powstańców Śląskich – Limanowskiego,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,8.320891270056247,0:08:03.651577
219,Wielicka – Powstańców Wielkopolskich – Powstańców Śląskich – Limanowskiego,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,7.018327577288332,0:06:10.685912
220,Wielicka – Powstańców Wielkopolskich – Powstańców Śląskich – Limanowskiego,al. 29 Listopada – Opolska – Lublańska,6.416074139003214,0:07:00.707826
221,Wielicka – Powstańców Wielkopolskich – Powstańców Śląskich – Limanowskiego,Ks. Józefa – Jodłowa,8.054549749671866,0:08:51.201189
222,Wielicka – Powstańców Wielkopolskich – Powstańców Śląskich – Limanowskiego,Zakopiańska – Jugowicka – Zawiła,5.19774091626035,0:05:06.754000
223,Wielicka – Powstańców Wielkopolskich – Powstańców Śląskich – Limanowskiego,Mogilska – Lema – al. Jana Pawła II – Meissnera,4.853431284853123,0:05:39.110012
224,Wielicka – Powstańców Wielkopolskich – Powstańców Śląskich – Limanowskiego,Księcia Józefa – Most Zwierzyniecki,5.754625686821592,0:05:55.891126
225,Wielicka – Powstańców Wielkopolskich – Powstańców Śląskich – Limanowskiego,Pachońskiego – Sosabowskiego – Trasa Wolbromska,8.64920637213174,0:09:09.972126
226,Bratysławska – Doktora Twardego – Wybickiego,al. Mickiewicza – Piłsudskiego – Focha,3.397624890340965,0:04:04.628992
227,Bratysławska – Doktora Twardego – Wybickiego,al. Mickiewicza – Reymonta,2.8663691442001737,0:03:26.378578
228,Bratysławska – Doktora Twardego – Wybickiego,al. Słowackiego – Prądnicka – Długa,1.356857384230722,0:01:37.693732
229,Bratysławska – Doktora Twardego – Wybickiego,Beliny-Prażmowskiego – Brodowicza,4.010847229843156,0:04:46.488526
230,Bratysławska – Doktora Twardego – Wybickiego,Konopnickiej – Kamieńskiego – Kalwaryjska – Wadowicka (rondo Matecznego),6.310425925251914,0:06:58.252558
231,Bratysławska – Doktora Twardego – Wybickiego,Monte Cassino – Kapelanka – Zielińskiego – Nowaczyńskiego,5.462267404711626,0:06:31.873028
232,Bratysławska – Doktora Twardego – Wybickiego,Zakopiańska – Wadowicka – Tischnera – Brożka,7.085453790161677,0:07:54.054564
233,Bratysławska – Doktora Twardego – Wybickiego,Grota-Roweckiego – Kapelanka – Brożka – Lipińskiego,7.21269400364862,0:08:23.223276
234,Bratysławska – Doktora Twardego – Wybickiego,Wielicka – Powstańców Wielkopolskich – Powstańców Śląskich – Limanowskiego,6.745847318581266,0:07:53.179539
235,Bratysławska – Doktora Twardego – Wybickiego,Piastowska – Lea,3.0150642370938225,0:03:48.730776
236,Bratysławska – Doktora Twardego – Wybickiego,Armii Krajowej – Zarzecze,4.944417331417384,0:05:28.855714
237,Bratysławska – Doktora Twardego – Wybickiego,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,7.858830751172041,0:09:03.966508
238,Bratysławska – Doktora Twardego – Wybickiego,Piastowska – Armii Krajowej – Nawojki,3.274315778089709,0:04:07.396887
239,Bratysławska – Doktora Twardego – Wybickiego,Herberta – Turowicza – Trasa Łagiewnicka,8.860310686308605,0:09:24.690537
240,Bratysławska – Doktora Twardego – Wybickiego,Witosa – Nowosądecka – Łużycka,9.60441334037251,0:10:44.515858
241,Bratysławska – Doktora Twardego – Wybickiego,Wielicka – Nowosądecka,9.462767922215976,0:10:01.290645
242,Bratysławska – Doktora Twardego – Wybickiego,Wielicka – Teligi – Kostaneckiego,11.281101104003401,0:11:34.721492
243,Bratysławska – Doktora Twardego – Wybickiego,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,10.886069519029226,0:10:26.699296
244,Bratysławska – Doktora Twardego – Wybickiego,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,5.65310726932211,0:05:13.018006
245,Bratysławska – Doktora Twardego – Wybickiego,al. 29 Listopada – Opolska – Lublańska,2.3060140487891876,0:02:27.733295
246,Bratysławska – Doktora Twardego – Wybickiego,Ks. Józefa – Jodłowa,7.807805361983306,0:10:20.376137
247,Bratysławska – Doktora Twardego – Wybickiego,Zakopiańska – Jugowicka – Zawiła,9.670296327222108,0:10:22.155981
248,Bratysławska – Doktora Twardego – Wybickiego,Mogilska – Lema – al. Jana Pawła II – Meissnera,5.2900652186125106,0:05:39.158693
249,Bratysławska – Doktora Twardego – Wybickiego,Księcia Józefa – Most Zwierzyniecki,5.5078812991330315,0:07:25.066075
250,Bratysławska – Doktora Twardego – Wybickiego,Pachońskiego – Sosabowskiego – Trasa Wolbromska,1.5331525082289776,0:01:47.480003
251,Piastowska – Lea,al. Mickiewicza – Piłsudskiego – Focha,2.556416684300779,0:03:04.062001
252,Piastowska – Lea,al. Mickiewicza – Reymonta,2.025160938159988,0:02:25.811588
253,Piastowska – Lea,al. Słowackiego – Prądnicka – Długa,2.8252643030091233,0:03:23.419030
254,Piastowska – Lea,Beliny-Prażmowskiego – Brodowicza,5.413648291174344,0:06:27.490202
255,Piastowska – Lea,Konopnickiej – Kamieńskiego – Kalwaryjska – Wadowicka (rondo Matecznego),5.469217719211728,0:05:57.685567
256,Piastowska – Lea,Monte Cassino – Kapelanka – Zielińskiego – Nowaczyńskiego,4.621059198671441,0:05:31.306037
257,Piastowska – Lea,Zakopiańska – Wadowicka – Tischnera – Brożka,6.244245584121492,0:06:53.487573
258,Piastowska – Lea,Grota-Roweckiego – Kapelanka – Brożka – Lipińskiego,6.371485797608434,0:07:22.656286
259,Piastowska – Lea,Wielicka – Powstańców Wielkopolskich – Powstańców Śląskich – Limanowskiego,7.5635933947870635,0:07:46.904845
260,Piastowska – Lea,Bratysławska – Doktora Twardego – Wybickiego,3.0044807179743604,0:03:48.456753
261,Piastowska – Lea,Armii Krajowej – Zarzecze,1.7731145140147746,0:02:07.664245
262,Piastowska – Lea,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,7.017622545131856,0:08:03.399517
263,Piastowska – Lea,Piastowska – Armii Krajowej – Nawojki,0.2592515409958862,0:00:18.666111
264,Piastowska – Lea,Herberta – Turowicza – Trasa Łagiewnicka,8.019102480268417,0:08:24.123546
265,Piastowska – Lea,Witosa – Nowosądecka – Łużycka,8.76320513433233,0:09:43.948867
266,Piastowska – Lea,Wielicka – Nowosądecka,8.62155971617579,0:09:00.723655
267,Piastowska – Lea,Wielicka – Teligi – Kostaneckiego,10.439892897963214,0:10:34.154501
268,Piastowska – Lea,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,13.657433034902375,0:13:31.596601
269,Piastowska – Lea,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,8.424470785195258,0:08:17.915312
270,Piastowska – Lea,al. 29 Listopada – Opolska – Lublańska,5.073430782858774,0:05:26.644883
271,Piastowska – Lea,Ks. Józefa – Jodłowa,6.134004793253707,0:08:12.499557
272,Piastowska – Lea,Zakopiańska – Jugowicka – Zawiła,8.829088121181924,0:09:21.588990
273,Piastowska – Lea,Mogilska – Lema – al. Jana Pawła II – Meissnera,6.948365342441823,0:08:17.989830
274,Piastowska – Lea,Księcia Józefa – Most Zwierzyniecki,3.8340807304034334,0:05:17.189495
275,Piastowska – Lea,Pachońskiego – Sosabowskiego – Trasa Wolbromska,4.0139121988883835,0:05:03.230077
276,Armii Krajowej – Zarzecze,al. Mickiewicza – Piłsudskiego – Focha,3.854240576081642,0:04:37.505321
277,Armii Krajowej – Zarzecze,al. Mickiewicza – Reymonta,3.3229848299408506,0:03:59.254908
278,Armii Krajowej – Zarzecze,al. Słowackiego – Prądnicka – Długa,4.260344945232046,0:05:06.744836
279,Armii Krajowej – Zarzecze,Beliny-Prażmowskiego – Brodowicza,6.8487289333972665,0:08:10.816009
280,Armii Krajowej – Zarzecze,Konopnickiej – Kamieńskiego – Kalwaryjska – Wadowicka (rondo Matecznego),6.76704161099259,0:07:31.128887
281,Armii Krajowej – Zarzecze,Monte Cassino – Kapelanka – Zielińskiego – Nowaczyńskiego,5.918883090452303,0:07:04.749357
282,Armii Krajowej – Zarzecze,Zakopiańska – Wadowicka – Tischnera – Brożka,7.5420694759023545,0:08:26.930893
283,Armii Krajowej – Zarzecze,Grota-Roweckiego – Kapelanka – Brożka – Lipińskiego,7.669309689389297,0:08:56.099606
284,Armii Krajowej – Zarzecze,Wielicka – Powstańców Wielkopolskich – Powstańców Śląskich – Limanowskiego,8.861417286567926,0:09:20.348165
285,Armii Krajowej – Zarzecze,Bratysławska – Doktora Twardego – Wybickiego,4.838835502880692,0:05:19.110851
286,Armii Krajowej – Zarzecze,Piastowska – Lea,1.848492953347261,0:02:13.091493
287,Armii Krajowej – Zarzecze,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,8.315446436912719,0:09:36.842837
288,Armii Krajowej – Zarzecze,Piastowska – Armii Krajowej – Nawojki,1.5992975754591507,0:01:55.149425
289,Armii Krajowej – Zarzecze,Herberta – Turowicza – Trasa Łagiewnicka,9.316926372049283,0:09:57.566866
290,Armii Krajowej – Zarzecze,Witosa – Nowosądecka – Łużycka,10.061029026113193,0:11:17.392187
291,Armii Krajowej – Zarzecze,Wielicka – Nowosądecka,9.919383607956654,0:10:34.166975
292,Armii Krajowej – Zarzecze,Wielicka – Teligi – Kostaneckiego,11.737716789744077,0:12:07.597821
293,Armii Krajowej – Zarzecze,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,14.6413403749201,0:13:54.742402
294,Armii Krajowej – Zarzecze,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,9.40837812521298,0:08:41.061113
295,Armii Krajowej – Zarzecze,al. 29 Listopada – Opolska – Lublańska,6.061284904680059,0:05:55.776401
296,Armii Krajowej – Zarzecze,Ks. Józefa – Jodłowa,4.776029792293279,0:08:38.372241
297,Armii Krajowej – Zarzecze,Zakopiańska – Jugowicka – Zawiła,10.126912012962787,0:10:55.032311
298,Armii Krajowej – Zarzecze,Mogilska – Lema – al. Jana Pawła II – Meissnera,9.045336074503382,0:09:07.201799
299,Armii Krajowej – Zarzecze,Księcia Józefa – Most Zwierzyniecki,5.131904622184297,0:06:50.632815
300,Armii Krajowej – Zarzecze,Pachońskiego – Sosabowskiego – Trasa Wolbromska,4.387963430258014,0:04:39.355176
301,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,al. Mickiewicza – Piłsudskiego – Focha,4.61186020332543,0:05:13.875927
302,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,al. Mickiewicza – Reymonta,5.129823035302664,0:05:51.169251
303,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,al. Słowackiego – Prądnicka – Długa,6.598624546982469,0:07:36.922959
304,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,Beliny-Prażmowskiego – Brodowicza,7.311143721073944,0:08:16.637321
305,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,Konopnickiej – Kamieńskiego – Kalwaryjska – Wadowicka (rondo Matecznego),2.7563073658399353,0:02:56.593576
306,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,Monte Cassino – Kapelanka – Zielińskiego – Nowaczyńskiego,2.4345104100907786,0:02:43.015065
307,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,Zakopiańska – Wadowicka – Tischnera – Brożka,1.86908788172619,0:02:06.680641
308,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,Grota-Roweckiego – Kapelanka – Brożka – Lipińskiego,1.0814031831638105,0:01:09.871774
309,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,Wielicka – Powstańców Wielkopolskich – Powstańców Śląskich – Limanowskiego,4.464282336686519,0:04:31.735225
310,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,Bratysławska – Doktora Twardego – Wybickiego,7.934295765569158,0:09:13.091287
311,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,Piastowska – Lea,7.123336102183488,0:08:14.702191
312,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,Armii Krajowej – Zarzecze,8.388003697314266,0:09:45.758258
313,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,Piastowska – Armii Krajowej – Nawojki,6.874140724295378,0:07:56.760124
314,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,Herberta – Turowicza – Trasa Łagiewnicka,3.121859649561913,0:03:03.831069
315,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,Witosa – Nowosądecka – Łużycka,4.610611465816787,0:04:28.364798
316,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,Wielicka – Nowosądecka,5.595008248784594,0:05:50.792726
317,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,Wielicka – Teligi – Kostaneckiego,7.413341430572016,0:07:24.223572
318,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,12.738476971923447,0:12:26.793015
319,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,11.435913279155532,0:10:33.827350
320,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,al. 29 Listopada – Opolska – Lublańska,8.84679102683212,0:09:40.148812
321,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,Ks. Józefa – Jodłowa,6.219669430881134,0:07:15.449846
322,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,Zakopiańska – Jugowicka – Zawiła,3.427773252163157,0:03:26.125238
323,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,Mogilska – Lema – al. Jana Pawła II – Meissnera,9.271016986720323,0:10:02.251450
324,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,Księcia Józefa – Most Zwierzyniecki,3.91974536803086,0:04:20.139783
325,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,Pachońskiego – Sosabowskiego – Trasa Wolbromska,9.467448273798134,0:11:00.571290
326,Piastowska – Armii Krajowej – Nawojki,al. Mickiewicza – Piłsudskiego – Focha,2.2971651433048934,0:02:45.395890
327,Piastowska – Armii Krajowej – Nawojki,al. Mickiewicza – Reymonta,1.7659093971641018,0:02:07.145477
328,Piastowska – Armii Krajowej – Nawojki,al. Słowackiego – Prądnicka – Długa,2.8799089089769243,0:03:27.353441
329,Piastowska – Armii Krajowej – Nawojki,Beliny-Prażmowskiego – Brodowicza,5.468292897142145,0:06:31.424614
330,Piastowska – Armii Krajowej – Nawojki,Konopnickiej – Kamieńskiego – Kalwaryjska – Wadowicka (rondo Matecznego),5.209966178215842,0:05:39.019456
331,Piastowska – Armii Krajowej – Nawojki,Monte Cassino – Kapelanka – Zielińskiego – Nowaczyńskiego,4.361807657675554,0:05:12.639926
332,Piastowska – Armii Krajowej – Nawojki,Zakopiańska – Wadowicka – Tischnera – Brożka,5.984994043125606,0:06:34.821462
333,Piastowska – Armii Krajowej – Nawojki,Grota-Roweckiego – Kapelanka – Brożka – Lipińskiego,6.112234256612549,0:07:03.990175
334,Piastowska – Armii Krajowej – Nawojki,Wielicka – Powstańców Wielkopolskich – Powstańców Śląskich – Limanowskiego,7.304341853791177,0:07:28.238734
335,Piastowska – Armii Krajowej – Nawojki,Bratysławska – Doktora Twardego – Wybickiego,3.2958982385448716,0:04:09.438814
336,Piastowska – Armii Krajowej – Nawojki,Piastowska – Lea,0.2914175205705121,0:00:20.982061
337,Piastowska – Armii Krajowej – Nawojki,Armii Krajowej – Zarzecze,1.5138629730188886,0:01:48.998134
338,Piastowska – Armii Krajowej – Nawojki,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,6.75837100413597,0:07:44.733406
339,Piastowska – Armii Krajowej – Nawojki,Herberta – Turowicza – Trasa Łagiewnicka,7.759850939272532,0:08:05.457435
340,Piastowska – Armii Krajowej – Nawojki,Witosa – Nowosądecka – Łużycka,8.503953593336439,0:09:25.282756
341,Piastowska – Armii Krajowej – Nawojki,Wielicka – Nowosądecka,8.362308175179903,0:08:42.057544
342,Piastowska – Armii Krajowej – Nawojki,Wielicka – Teligi – Kostaneckiego,10.180641356967328,0:10:15.488390
343,Piastowska – Armii Krajowej – Nawojki,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,13.712077640870177,0:13:35.531013
344,Piastowska – Armii Krajowej – Nawojki,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,8.47911539116306,0:08:21.849723
345,Piastowska – Armii Krajowej – Nawojki,al. 29 Listopada – Opolska – Lublańska,5.128075388826575,0:05:30.579294
346,Piastowska – Armii Krajowej – Nawojki,Ks. Józefa – Jodłowa,5.874753252257821,0:07:53.833446
347,Piastowska – Armii Krajowej – Nawojki,Zakopiańska – Jugowicka – Zawiła,8.569836580186037,0:09:02.922879
348,Piastowska – Armii Krajowej – Nawojki,Mogilska – Lema – al. Jana Pawła II – Meissnera,7.003009948409625,0:08:21.924242
349,Piastowska – Armii Krajowej – Nawojki,Księcia Józefa – Most Zwierzyniecki,3.574829189407547,0:04:58.523384
350,Piastowska – Armii Krajowej – Nawojki,Pachońskiego – Sosabowskiego – Trasa Wolbromska,4.3053297194588955,0:05:24.212139
351,Herberta – Turowicza – Trasa Łagiewnicka,al. Mickiewicza – Piłsudskiego – Focha,5.529759780574726,0:05:26.236098
352,Herberta – Turowicza – Trasa Łagiewnicka,al. Mickiewicza – Reymonta,6.047722612551962,0:06:03.529422
353,Herberta – Turowicza – Trasa Łagiewnicka,al. Słowackiego – Prądnicka – Długa,7.516524124231765,0:07:49.283130
354,Herberta – Turowicza – Trasa Łagiewnicka,Beliny-Prażmowskiego – Brodowicza,7.244334239750648,0:07:08.371212
355,Herberta – Turowicza – Trasa Łagiewnicka,Konopnickiej – Kamieńskiego – Kalwaryjska – Wadowicka (rondo Matecznego),2.6931901548170165,0:02:29.571145
356,Herberta – Turowicza – Trasa Łagiewnicka,Monte Cassino – Kapelanka – Zielińskiego – Nowaczyńskiego,5.156446236582604,0:05:05.265846
357,Herberta – Turowicza – Trasa Łagiewnicka,Zakopiańska – Wadowicka – Tischnera – Brożka,2.2553961778791596,0:02:17.220191
358,Herberta – Turowicza – Trasa Łagiewnicka,Grota-Roweckiego – Kapelanka – Brożka – Lipińskiego,3.065342262274724,0:03:15.440741
359,Herberta – Turowicza – Trasa Łagiewnicka,Wielicka – Powstańców Wielkopolskich – Powstańców Śląskich – Limanowskiego,3.563483869666575,0:02:55.499007
360,Herberta – Turowicza – Trasa Łagiewnicka,Bratysławska – Doktora Twardego – Wybickiego,8.852195342818453,0:09:25.451458
361,Herberta – Turowicza – Trasa Łagiewnicka,Piastowska – Lea,8.041235679432786,0:08:27.062362
362,Herberta – Turowicza – Trasa Łagiewnicka,Armii Krajowej – Zarzecze,9.305903274563564,0:09:58.118429
363,Herberta – Turowicza – Trasa Łagiewnicka,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,3.073306323436341,0:03:03.625619
364,Herberta – Turowicza – Trasa Łagiewnicka,Piastowska – Armii Krajowej – Nawojki,7.792040301544675,0:08:09.120295
365,Herberta – Turowicza – Trasa Łagiewnicka,Witosa – Nowosądecka – Łużycka,1.5490181904229434,0:01:41.070937
366,Herberta – Turowicza – Trasa Łagiewnicka,Wielicka – Nowosądecka,3.3104113999127516,0:03:21.890001
367,Herberta – Turowicza – Trasa Łagiewnicka,Wielicka – Teligi – Kostaneckiego,5.128744581700173,0:04:55.320847
368,Herberta – Turowicza – Trasa Łagiewnicka,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,11.8376785049035,0:10:50.556797
369,Herberta – Turowicza – Trasa Łagiewnicka,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,10.535114812135584,0:08:57.591131
370,Herberta – Turowicza – Trasa Łagiewnicka,al. 29 Listopada – Opolska – Lublańska,9.764690604081414,0:09:52.508983
371,Herberta – Turowicza – Trasa Łagiewnicka,Ks. Józefa – Jodłowa,8.941605257372958,0:09:37.700627
372,Herberta – Turowicza – Trasa Łagiewnicka,Zakopiańska – Jugowicka – Zawiła,2.6509846903528613,0:02:50.074790
373,Herberta – Turowicza – Trasa Łagiewnicka,Mogilska – Lema – al. Jana Pawła II – Meissnera,8.370218519700376,0:08:26.015231
374,Herberta – Turowicza – Trasa Łagiewnicka,Księcia Józefa – Most Zwierzyniecki,6.641681194522685,0:06:42.390564
375,Herberta – Turowicza – Trasa Łagiewnicka,Pachońskiego – Sosabowskiego – Trasa Wolbromska,10.385347851047435,0:11:12.931461
376,Witosa – Nowosądecka – Łużycka,al. Mickiewicza – Piłsudskiego – Focha,6.216654762913148,0:06:47.170078
377,Witosa – Nowosądecka – Łużycka,al. Mickiewicza – Reymonta,6.734617594890382,0:07:24.463402
378,Witosa – Nowosądecka – Łużycka,al. Słowackiego – Prądnicka – Długa,8.203419106570188,0:09:10.217111
379,Witosa – Nowosądecka – Łużycka,Beliny-Prażmowskiego – Brodowicza,7.851486505461093,0:08:25.843026
380,Witosa – Nowosądecka – Łużycka,Konopnickiej – Kamieńskiego – Kalwaryjska – Wadowicka (rondo Matecznego),3.3800851371554383,0:03:50.505125
381,Witosa – Nowosądecka – Łużycka,Monte Cassino – Kapelanka – Zielińskiego – Nowaczyńskiego,6.258753442806325,0:06:20.109178
382,Witosa – Nowosądecka – Łużycka,Zakopiańska – Wadowicka – Tischnera – Brożka,3.7463941924134243,0:03:31.408797
383,Witosa – Nowosądecka – Łużycka,Grota-Roweckiego – Kapelanka – Brożka – Lipińskiego,4.556340276808987,0:04:29.629347
384,Witosa – Nowosądecka – Łużycka,Wielicka – Powstańców Wielkopolskich – Powstańców Śląskich – Limanowskiego,4.170636135377021,0:04:12.970821
385,Witosa – Nowosądecka – Łużycka,Bratysławska – Doktora Twardego – Wybickiego,9.539090325156872,0:10:46.385438
386,Witosa – Nowosądecka – Łużycka,Piastowska – Lea,8.728130661771205,0:09:47.996342
387,Witosa – Nowosądecka – Łużycka,Armii Krajowej – Zarzecze,9.992798256901983,0:11:19.052409
388,Witosa – Nowosądecka – Łużycka,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,4.564304337970606,0:04:17.814225
389,Witosa – Nowosądecka – Łużycka,Piastowska – Armii Krajowej – Nawojki,8.478935283883095,0:09:30.054275
390,Witosa – Nowosądecka – Łużycka,Herberta – Turowicza – Trasa Łagiewnicka,1.4928557161180331,0:01:26.809019
391,Witosa – Nowosądecka – Łużycka,Wielicka – Nowosądecka,1.780304931800124,0:01:42.180708
392,Witosa – Nowosądecka – Łużycka,Wielicka – Teligi – Kostaneckiego,3.598638113587546,0:03:15.611554
393,Witosa – Nowosądecka – Łużycka,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,16.75622868838322,0:11:52.932645
394,Witosa – Nowosądecka – Łużycka,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,11.162177663629956,0:10:21.728138
395,Witosa – Nowosądecka – Łużycka,al. 29 Listopada – Opolska – Lublańska,10.451585586419835,0:11:13.442963
396,Witosa – Nowosądecka – Łużycka,Ks. Józefa – Jodłowa,10.04391246359668,0:10:52.543959
397,Witosa – Nowosądecka – Łużycka,Zakopiańska – Jugowicka – Zawiła,4.508854547803763,0:04:11.961712
398,Witosa – Nowosądecka – Łużycka,Mogilska – Lema – al. Jana Pawła II – Meissnera,8.997281371194749,0:09:50.152238
399,Witosa – Nowosądecka – Łużycka,Księcia Józefa – Most Zwierzyniecki,7.743988400746409,0:07:57.233896
400,Witosa – Nowosądecka – Łużycka,Pachońskiego – Sosabowskiego – Trasa Wolbromska,11.072242833385854,0:12:33.865441
401,Wielicka – Nowosądecka,al. Mickiewicza – Piłsudskiego – Focha,6.032714755364817,0:06:07.935016
402,Wielicka – Nowosądecka,al. Mickiewicza – Reymonta,6.550677587342051,0:06:45.228340
403,Wielicka – Nowosądecka,al. Słowackiego – Prądnicka – Długa,8.019479099021856,0:08:30.982048
404,Wielicka – Nowosądecka,Beliny-Prażmowskiego – Brodowicza,6.071181573660969,0:06:43.662319
405,Wielicka – Nowosądecka,Konopnickiej – Kamieńskiego – Kalwaryjska – Wadowicka (rondo Matecznego),3.1961451296071073,0:03:11.270063
406,Wielicka – Nowosądecka,Monte Cassino – Kapelanka – Zielińskiego – Nowaczyńskiego,5.659401211372695,0:05:46.964764
407,Wielicka – Nowosądecka,Zakopiańska – Wadowicka – Tischnera – Brożka,4.032850500484471,0:04:10.776252
408,Wielicka – Nowosądecka,Grota-Roweckiego – Kapelanka – Brożka – Lipińskiego,4.842796584880035,0:05:08.996802
