ID,Location1,Location2,Distance_km,Travel_Time_hr
409,Wielicka – Nowosądecka,Wielicka – Powstańców Wielkopolskich – Powstańców Śląskich – Limanowskiego,2.3903312035768964,0:02:30.790113
410,Wielicka – Nowosądecka,Bratysławska – Doktora Twardego – Wybickiego,9.355150317608544,0:10:07.150376
411,Wielicka – Nowosądecka,Piastowska – Lea,8.544190654222875,0:09:08.761280
412,Wielicka – Nowosądecka,Armii Krajowej – Zarzecze,9.808858249353653,0:10:39.817347
413,Wielicka – Nowosądecka,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,6.324507733469459,0:05:58.061239
414,Wielicka – Nowosądecka,Piastowska – Armii Krajowej – Nawojki,8.294995276334765,0:08:50.819213
415,Wielicka – Nowosądecka,Herberta – Turowicza – Trasa Łagiewnicka,3.253059111616887,0:03:07.056033
416,Wielicka – Nowosądecka,Witosa – Nowosądecka – Łużycka,1.7602033954988536,0:01:40.247014
417,Wielicka – Nowosądecka,Wielicka – Teligi – Kostaneckiego,1.8811121598666356,0:01:37.283052
418,Wielicka – Nowosądecka,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,15.03870273466231,0:10:14.604143
419,Wielicka – Nowosądecka,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,9.381872731829834,0:08:39.547430
420,Wielicka – Nowosądecka,al. 29 Listopada – Opolska – Lublańska,8.80640534258011,0:09:31.497940
421,Wielicka – Nowosądecka,Ks. Józefa – Jodłowa,9.444560232163049,0:10:19.399545
422,Wielicka – Nowosądecka,Zakopiańska – Jugowicka – Zawiła,6.269057943302616,0:05:52.208726
423,Wielicka – Nowosądecka,Mogilska – Lema – al. Jana Pawła II – Meissnera,7.216976439394624,0:08:07.971530
424,Wielicka – Nowosądecka,Księcia Józefa – Most Zwierzyniecki,7.1446361693127765,0:07:24.089482
425,Wielicka – Nowosądecka,Pachońskiego – Sosabowskiego – Trasa Wolbromska,11.03953757570864,0:11:40.762239
426,Wielicka – Teligi – Kostaneckiego,al. Mickiewicza – Piłsudskiego – Focha,7.849552553328786,0:07:41.372388
427,Wielicka – Teligi – Kostaneckiego,al. Mickiewicza – Reymonta,8.367515385306024,0:08:18.665712
428,Wielicka – Teligi – Kostaneckiego,al. Słowackiego – Prądnicka – Długa,9.836316896985823,0:10:04.419421
429,Wielicka – Teligi – Kostaneckiego,Beliny-Prażmowskiego – Brodowicza,7.8880193716249405,0:08:17.099691
430,Wielicka – Teligi – Kostaneckiego,Konopnickiej – Kamieńskiego – Kalwaryjska – Wadowicka (rondo Matecznego),5.012982927571078,0:04:44.707435
431,Wielicka – Teligi – Kostaneckiego,Monte Cassino – Kapelanka – Zielińskiego – Nowaczyńskiego,7.476239009336664,0:07:20.402137
432,Wielicka – Teligi – Kostaneckiego,Zakopiańska – Wadowicka – Tischnera – Brożka,5.849688298448441,0:05:44.213625
433,Wielicka – Teligi – Kostaneckiego,Grota-Roweckiego – Kapelanka – Brożka – Lipińskiego,6.659634382844005,0:06:42.434175
434,Wielicka – Teligi – Kostaneckiego,Wielicka – Powstańców Wielkopolskich – Powstańców Śląskich – Limanowskiego,4.2071690015408665,0:04:04.227486
435,Wielicka – Teligi – Kostaneckiego,Bratysławska – Doktora Twardego – Wybickiego,11.171988115572512,0:11:40.587749
436,Wielicka – Teligi – Kostaneckiego,Piastowska – Lea,10.361028452186845,0:10:42.198653
437,Wielicka – Teligi – Kostaneckiego,Armii Krajowej – Zarzecze,11.625696047317621,0:12:13.254720
438,Wielicka – Teligi – Kostaneckiego,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,8.14134553143343,0:07:31.498611
439,Wielicka – Teligi – Kostaneckiego,Piastowska – Armii Krajowej – Nawojki,10.111833074298733,0:10:24.256586
440,Wielicka – Teligi – Kostaneckiego,Herberta – Turowicza – Trasa Łagiewnicka,5.069896909580857,0:04:40.493406
441,Wielicka – Teligi – Kostaneckiego,Witosa – Nowosądecka – Łużycka,3.577041193462824,0:03:13.684387
442,Wielicka – Teligi – Kostaneckiego,Wielicka – Nowosądecka,1.8168377979639703,0:01:33.437372
443,Wielicka – Teligi – Kostaneckiego,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,13.214678443700645,0:08:41.014993
444,Wielicka – Teligi – Kostaneckiego,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,11.198710529793804,0:10:12.984802
445,Wielicka – Teligi – Kostaneckiego,al. 29 Listopada – Opolska – Lublańska,10.623243140544082,0:11:04.935312
446,Wielicka – Teligi – Kostaneckiego,Ks. Józefa – Jodłowa,11.261398030127017,0:11:52.836917
447,Wielicka – Teligi – Kostaneckiego,Zakopiańska – Jugowicka – Zawiła,8.085895741266587,0:07:25.646099
448,Wielicka – Teligi – Kostaneckiego,Mogilska – Lema – al. Jana Pawła II – Meissnera,9.033814237358596,0:09:41.408902
449,Wielicka – Teligi – Kostaneckiego,Księcia Józefa – Most Zwierzyniecki,8.961473967276746,0:08:57.526854
450,Wielicka – Teligi – Kostaneckiego,Pachońskiego – Sosabowskiego – Trasa Wolbromska,12.85637537367261,0:13:14.199612
451,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,al. Mickiewicza – Piłsudskiego – Focha,11.138120179146005,0:12:20.192769
452,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,al. Mickiewicza – Reymonta,10.790614189969801,0:11:57.777995
453,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,al. Słowackiego – Prądnicka – Długa,9.281102430000349,0:10:09.093148
454,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,Beliny-Prażmowskiego – Brodowicza,7.176607543209396,0:07:43.544513
455,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,Konopnickiej – Kamieńskiego – Kalwaryjska – Wadowicka (rondo Matecznego),10.204128796236473,0:09:47.871183
456,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,Monte Cassino – Kapelanka – Zielińskiego – Nowaczyńskiego,10.761928420047786,0:11:59.015286
457,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,Zakopiańska – Wadowicka – Tischnera – Brożka,10.95847767068043,0:10:39.678188
458,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,Grota-Roweckiego – Kapelanka – Brożka – Lipińskiego,11.768423755075997,0:11:37.898738
459,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,Wielicka – Powstańców Wielkopolskich – Powstańców Śląskich – Limanowskiego,8.452585447156217,0:08:08.730048
460,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,Bratysławska – Doktora Twardego – Wybickiego,10.857147860875642,0:10:23.472191
461,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,Piastowska – Lea,12.072976031284135,0:13:30.108047
462,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,Armii Krajowej – Zarzecze,14.675918958370195,0:13:53.491473
463,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,12.788252856764057,0:12:38.427721
464,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,Piastowska – Armii Krajowej – Nawojki,12.109445723505619,0:13:32.733865
465,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,Herberta – Turowicza – Trasa Łagiewnicka,12.023988286284585,0:11:24.820312
466,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,Witosa – Nowosądecka – Łużycka,16.185276054523545,0:11:30.693688
467,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,Wielicka – Nowosądecka,14.425072659024687,0:09:50.446674
468,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,Wielicka – Teligi – Kostaneckiego,12.608234861060717,0:08:17.009301
469,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,5.181090398707501,0:05:04.317837
470,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,al. 29 Listopada – Opolska – Lublańska,8.559389510653522,0:08:05.672481
471,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,Ks. Józefa – Jodłowa,14.54708744083814,0:16:31.450066
472,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,Zakopiańska – Jugowicka – Zawiła,13.595735065380898,0:13:11.553476
473,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,Mogilska – Lema – al. Jana Pawła II – Meissnera,5.160051818822689,0:05:18.352501
474,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,Księcia Józefa – Most Zwierzyniecki,12.24716337798787,0:13:36.140004
475,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,Pachońskiego – Sosabowskiego – Trasa Wolbromska,10.795202234414623,0:10:08.074223
476,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,al. Mickiewicza – Piłsudskiego – Focha,7.67949856007822,0:07:36.732773
477,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,al. Mickiewicza – Reymonta,7.148242813937428,0:06:58.482359
478,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,al. Słowackiego – Prądnicka – Długa,5.638731053967977,0:05:09.797512
479,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,Beliny-Prażmowskiego – Brodowicza,5.12285357846657,0:05:25.987547
480,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,Konopnickiej – Kamieńskiego – Kalwaryjska – Wadowicka (rondo Matecznego),8.756479391959392,0:07:49.414618
481,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,Monte Cassino – Kapelanka – Zielińskiego – Nowaczyńskiego,9.314279015770706,0:10:00.558721
482,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,Zakopiańska – Wadowicka – Tischnera – Brożka,9.510828266403351,0:08:41.221624
483,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,Grota-Roweckiego – Kapelanka – Brożka – Lipińskiego,10.320774350798915,0:09:39.442174
484,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,Wielicka – Powstańców Wielkopolskich – Powstańców Śląskich – Limanowskiego,7.004936042879136,0:06:10.273484
485,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,Bratysławska – Doktora Twardego – Wybickiego,5.676057462168143,0:05:19.154354
486,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,Piastowska – Lea,8.43060465525176,0:08:30.812412
487,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,Armii Krajowej – Zarzecze,9.494828559662695,0:08:49.173635
488,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,11.340603452486974,0:10:39.971156
489,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,Piastowska – Armii Krajowej – Nawojki,8.467074347473245,0:08:33.438230
490,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,Herberta – Turowicza – Trasa Łagiewnicka,10.576338882007503,0:09:26.363747
491,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,Witosa – Nowosądecka – Łużycka,11.110890254240616,0:10:14.996940
492,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,Wielicka – Nowosądecka,9.43056982933357,0:08:39.648033
493,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,Wielicka – Teligi – Kostaneckiego,11.248903011120994,0:10:13.078879
494,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,5.2926715712663865,0:05:17.980361
495,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,al. 29 Listopada – Opolska – Lublańska,3.3782991119460184,0:03:01.354644
496,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,Ks. Józefa – Jodłowa,12.089679031720557,0:13:52.479918
497,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,Zakopiańska – Jugowicka – Zawiła,12.148085661103819,0:11:13.096911
498,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,Mogilska – Lema – al. Jana Pawła II – Meissnera,3.1062978540798607,0:03:00.795535
499,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,Księcia Józefa – Most Zwierzyniecki,9.789754968870286,0:10:57.169855
500,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,Pachońskiego – Sosabowskiego – Trasa Wolbromska,5.6141118357071225,0:05:03.756386
501,al. 29 Listopada – Opolska – Lublańska,al. Mickiewicza – Piłsudskiego – Focha,4.301199448132201,0:04:35.378129
502,al. 29 Listopada – Opolska – Lublańska,al. Mickiewicza – Reymonta,3.769943701991409,0:03:57.127715
503,al. 29 Listopada – Opolska – Lublańska,al. Słowackiego – Prądnicka – Długa,2.260431942021957,0:02:08.442869
504,al. 29 Listopada – Opolska – Lublańska,Beliny-Prażmowskiego – Brodowicza,3.5011724973835947,0:03:42.862839
505,al. 29 Listopada – Opolska – Lublańska,Konopnickiej – Kamieńskiego – Kalwaryjska – Wadowicka (rondo Matecznego),7.214000483043148,0:07:29.001695
506,al. 29 Listopada – Opolska – Lublańska,Monte Cassino – Kapelanka – Zielińskiego – Nowaczyńskiego,6.365841962502861,0:07:02.622165
507,al. 29 Listopada – Opolska – Lublańska,Zakopiańska – Wadowicka – Tischnera – Brożka,7.989028347952913,0:08:24.803701
508,al. 29 Listopada – Opolska – Lublańska,Grota-Roweckiego – Kapelanka – Brożka – Lipińskiego,8.116268561439854,0:08:53.972413
509,al. 29 Listopada – Opolska – Lublańska,Wielicka – Powstańców Wielkopolskich – Powstańców Śląskich – Limanowskiego,6.236172586121705,0:06:49.553852
510,al. 29 Listopada – Opolska – Lublańska,Bratysławska – Doktora Twardego – Wybickiego,2.295077859589547,0:02:24.662268
511,al. 29 Listopada – Opolska – Lublańska,Piastowska – Lea,5.05230554330574,0:05:29.457768
512,al. 29 Listopada – Opolska – Lublańska,Armii Krajowej – Zarzecze,6.113848957084099,0:05:54.681549
513,al. 29 Listopada – Opolska – Lublańska,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,8.762405308963276,0:09:34.715645
514,al. 29 Listopada – Opolska – Lublańska,Piastowska – Armii Krajowej – Nawojki,5.088775235527225,0:05:32.083586
515,al. 29 Listopada – Opolska – Lublańska,Herberta – Turowicza – Trasa Łagiewnicka,9.76388524409984,0:09:55.439674
516,al. 29 Listopada – Opolska – Lublańska,Witosa – Nowosądecka – Łużycka,10.342126797483184,0:10:54.277308
517,al. 29 Listopada – Opolska – Lublańska,Wielicka – Nowosądecka,8.661806372576141,0:09:18.928401
518,al. 29 Listopada – Opolska – Lublańska,Wielicka – Teligi – Kostaneckiego,10.480139554363562,0:10:52.359248
519,al. 29 Listopada – Opolska – Lublańska,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,8.678165088238925,0:08:11.731442
520,al. 29 Listopada – Opolska – Lublańska,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,3.4452028385318068,0:02:58.050153
521,al. 29 Listopada – Opolska – Lublańska,Ks. Józefa – Jodłowa,8.71137991977454,0:10:51.125274
522,al. 29 Listopada – Opolska – Lublańska,Zakopiańska – Jugowicka – Zawiła,10.573870885013342,0:10:52.905118
523,al. 29 Listopada – Opolska – Lublańska,Mogilska – Lema – al. Jana Pawła II – Meissnera,3.082160787822207,0:03:24.190839
524,al. 29 Listopada – Opolska – Lublańska,Księcia Józefa – Most Zwierzyniecki,6.411455856924269,0:07:55.815212
525,al. 29 Listopada – Opolska – Lublańska,Pachońskiego – Sosabowskiego – Trasa Wolbromska,2.2331322331285284,0:02:09.264300
526,Ks. Józefa – Jodłowa,al. Mickiewicza – Piłsudskiego – Focha,4.842102629792285,0:06:51.400560
527,Ks. Józefa – Jodłowa,al. Mickiewicza – Reymonta,5.360065461769518,0:07:28.693884
528,Ks. Józefa – Jodłowa,al. Słowackiego – Prądnicka – Długa,6.8288669734493235,0:09:14.447592
529,Ks. Józefa – Jodłowa,Beliny-Prażmowskiego – Brodowicza,8.475363285345338,0:10:03.109017
530,Ks. Józefa – Jodłowa,Konopnickiej – Kamieńskiego – Kalwaryjska – Wadowicka (rondo Matecznego),6.243103828555514,0:06:43.103876
531,Ks. Józefa – Jodłowa,Monte Cassino – Kapelanka – Zielińskiego – Nowaczyńskiego,3.8129683163386443,0:04:19.357784
532,Ks. Józefa – Jodłowa,Zakopiańska – Wadowicka – Tischnera – Brożka,6.341541525143397,0:07:07.011611
533,Ks. Józefa – Jodłowa,Grota-Roweckiego – Kapelanka – Brożka – Lipińskiego,5.509267207723341,0:06:07.087860
534,Ks. Józefa – Jodłowa,Wielicka – Powstańców Wielkopolskich – Powstańców Śląskich – Limanowskiego,8.33747950413085,0:08:32.323154
535,Ks. Józefa – Jodłowa,Bratysławska – Doktora Twardego – Wybickiego,8.164538192036012,0:10:50.615920
536,Ks. Józefa – Jodłowa,Piastowska – Lea,6.0119765436714445,0:09:23.091331
537,Ks. Józefa – Jodłowa,Armii Krajowej – Zarzecze,4.776029792293281,0:08:38.372241
538,Ks. Józefa – Jodłowa,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,6.155403955246762,0:06:47.831091
539,Ks. Józefa – Jodłowa,Piastowska – Armii Krajowej – Nawojki,5.762781165783335,0:09:05.149264
540,Ks. Józefa – Jodłowa,Herberta – Turowicza – Trasa Łagiewnicka,8.792988589612204,0:09:09.541856
541,Ks. Józefa – Jodłowa,Witosa – Nowosądecka – Łużycka,9.537091243676114,0:10:29.367176
542,Ks. Józefa – Jodłowa,Wielicka – Nowosądecka,9.395445825519577,0:09:46.141964
543,Ks. Józefa – Jodłowa,Wielicka – Teligi – Kostaneckiego,11.213779007306998,0:11:19.572811
544,Ks. Józefa – Jodłowa,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,14.484403033119424,0:16:26.234534
545,Ks. Józefa – Jodłowa,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,12.428073455635454,0:14:08.943874
546,Ks. Józefa – Jodłowa,al. 29 Listopada – Opolska – Lublańska,9.077033453298974,0:11:17.673445
547,Ks. Józefa – Jodłowa,Zakopiańska – Jugowicka – Zawiła,8.926384062203828,0:09:35.113028
548,Ks. Józefa – Jodłowa,Mogilska – Lema – al. Jana Pawła II – Meissnera,10.010080336612816,0:11:53.608645
549,Ks. Józefa – Jodłowa,Księcia Józefa – Most Zwierzyniecki,2.3197761156653067,0:02:56.739411
550,Ks. Józefa – Jodłowa,Pachońskiego – Sosabowskiego – Trasa Wolbromska,9.697690700264989,0:12:38.095923
551,Zakopiańska – Jugowicka – Zawiła,al. Mickiewicza – Piłsudskiego – Focha,6.315162838114556,0:06:19.397441
552,Zakopiańska – Jugowicka – Zawiła,al. Mickiewicza – Reymonta,6.833125670091793,0:06:56.690765
553,Zakopiańska – Jugowicka – Zawiła,al. Słowackiego – Prądnicka – Długa,8.301927181771596,0:08:42.444474
554,Zakopiańska – Jugowicka – Zawiła,Beliny-Prażmowskiego – Brodowicza,8.033429567590858,0:08:42.776234
555,Zakopiańska – Jugowicka – Zawiła,Konopnickiej – Kamieńskiego – Kalwaryjska – Wadowicka (rondo Matecznego),3.478593212356848,0:03:22.732489
556,Zakopiańska – Jugowicka – Zawiła,Monte Cassino – Kapelanka – Zielińskiego – Nowaczyńskiego,5.103732978636005,0:05:21.519935
557,Zakopiańska – Jugowicka – Zawiła,Zakopiańska – Wadowicka – Tischnera – Brożka,2.5913737282431026,0:02:32.819553
558,Zakopiańska – Jugowicka – Zawiła,Grota-Roweckiego – Kapelanka – Brożka – Lipińskiego,3.401319812638667,0:03:31.040103
559,Zakopiańska – Jugowicka – Zawiła,Wielicka – Powstańców Wielkopolskich – Powstańców Śląskich – Limanowskiego,5.186568183203432,0:04:57.874138
560,Zakopiańska – Jugowicka – Zawiła,Bratysławska – Doktora Twardego – Wybickiego,9.637598400358284,0:10:18.612802
561,Zakopiańska – Jugowicka – Zawiła,Piastowska – Lea,8.826638736972619,0:09:20.223706
562,Zakopiańska – Jugowicka – Zawiła,Armii Krajowej – Zarzecze,10.091306332103395,0:10:51.279773
563,Zakopiańska – Jugowicka – Zawiła,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,3.4180488202829302,0:03:28.022365
564,Zakopiańska – Jugowicka – Zawiła,Piastowska – Armii Krajowej – Nawojki,8.577443359084507,0:09:02.281639
565,Zakopiańska – Jugowicka – Zawiła,Herberta – Turowicza – Trasa Łagiewnicka,2.9450528529873528,0:02:56.274124
566,Zakopiańska – Jugowicka – Zawiła,Witosa – Nowosądecka – Łużycka,4.433804669242226,0:04:20.807853
567,Zakopiańska – Jugowicka – Zawiła,Wielicka – Nowosądecka,6.195197878732034,0:06:01.626916
568,Zakopiańska – Jugowicka – Zawiła,Wielicka – Teligi – Kostaneckiego,8.013531060519455,0:07:35.057763
569,Zakopiańska – Jugowicka – Zawiła,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,19.621684240828625,0:12:45.167843
570,Zakopiańska – Jugowicka – Zawiła,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,12.158199125672443,0:10:59.966263
571,Zakopiańska – Jugowicka – Zawiła,al. 29 Listopada – Opolska – Lublańska,10.550093661621247,0:10:45.670327
572,Zakopiańska – Jugowicka – Zawiła,Ks. Józefa – Jodłowa,8.888891999426358,0:09:53.954715
573,Zakopiańska – Jugowicka – Zawiła,Mogilska – Lema – al. Jana Pawła II – Meissnera,9.993302833237234,0:10:28.390363
574,Zakopiańska – Jugowicka – Zawiła,Księcia Józefa – Most Zwierzyniecki,6.588967936576086,0:06:58.644652
575,Zakopiańska – Jugowicka – Zawiła,Pachońskiego – Sosabowskiego – Trasa Wolbromska,11.170750908587262,0:12:06.092805
576,Mogilska – Lema – al. Jana Pawła II – Meissnera,al. Mickiewicza – Piłsudskiego – Focha,6.2156370104810295,0:07:21.550868
577,Mogilska – Lema – al. Jana Pawła II – Meissnera,al. Mickiewicza – Reymonta,5.684381264340238,0:06:43.300454
578,Mogilska – Lema – al. Jana Pawła II – Meissnera,al. Słowackiego – Prądnicka – Długa,4.174869504370787,0:04:54.615608
579,Mogilska – Lema – al. Jana Pawła II – Meissnera,Beliny-Prażmowskiego – Brodowicza,2.0703746175798328,0:02:29.066972
580,Mogilska – Lema – al. Jana Pawła II – Meissnera,Konopnickiej – Kamieńskiego – Kalwaryjska – Wadowicka (rondo Matecznego),8.280178439968275,0:07:24.295669
581,Mogilska – Lema – al. Jana Pawła II – Meissnera,Monte Cassino – Kapelanka – Zielińskiego – Nowaczyńskiego,6.343038264665252,0:07:23.188273
582,Mogilska – Lema – al. Jana Pawła II – Meissnera,Zakopiańska – Wadowicka – Tischnera – Brożka,9.034527314412234,0:08:16.102675
583,Mogilska – Lema – al. Jana Pawła II – Meissnera,Grota-Roweckiego – Kapelanka – Brożka – Lipińskiego,9.844473398807798,0:09:14.323225
584,Mogilska – Lema – al. Jana Pawła II – Meissnera,Wielicka – Powstańców Wielkopolskich – Powstańców Śląskich – Limanowskiego,6.528635090888018,0:05:45.154535
585,Mogilska – Lema – al. Jana Pawła II – Meissnera,Bratysławska – Doktora Twardego – Wybickiego,5.436357855474249,0:05:46.297905
586,Mogilska – Lema – al. Jana Pawła II – Meissnera,Piastowska – Lea,6.96674310565457,0:08:15.630507
587,Mogilska – Lema – al. Jana Pawła II – Meissnera,Armii Krajowej – Zarzecze,9.2551289529688,0:09:16.317186
588,Mogilska – Lema – al. Jana Pawła II – Meissnera,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,8.739601611125666,0:09:55.281753
589,Mogilska – Lema – al. Jana Pawła II – Meissnera,Piastowska – Armii Krajowej – Nawojki,7.0032127978760546,0:08:18.256325
590,Mogilska – Lema – al. Jana Pawła II – Meissnera,Herberta – Turowicza – Trasa Łagiewnicka,10.100037930016384,0:09:01.244798
591,Mogilska – Lema – al. Jana Pawła II – Meissnera,Witosa – Nowosądecka – Łużycka,10.634589302249498,0:09:49.877991
592,Mogilska – Lema – al. Jana Pawła II – Meissnera,Wielicka – Nowosądecka,8.95426887734245,0:08:14.529084
593,Mogilska – Lema – al. Jana Pawła II – Meissnera,Wielicka – Teligi – Kostaneckiego,10.772602059129877,0:09:47.959930
594,Mogilska – Lema – al. Jana Pawła II – Meissnera,al. Jana Pawła II – Klasztorna – Bulwarowa – Ptaszyckiego,5.179943046575824,0:05:23.633245
595,Mogilska – Lema – al. Jana Pawła II – Meissnera,Stella-Sawickiego – Wiślicka – al. Bora-Komorowskiego,3.279886051132058,0:03:11.513783
596,Mogilska – Lema – al. Jana Pawła II – Meissnera,al. 29 Listopada – Opolska – Lublańska,3.138599505252124,0:03:28.498195
597,Mogilska – Lema – al. Jana Pawła II – Meissnera,Ks. Józefa – Jodłowa,10.128197285455608,0:11:55.623054
598,Mogilska – Lema – al. Jana Pawła II – Meissnera,Zakopiańska – Jugowicka – Zawiła,11.671784709112698,0:10:47.977962
599,Mogilska – Lema – al. Jana Pawła II – Meissnera,Księcia Józefa – Most Zwierzyniecki,7.828273222605334,0:09:00.312991
600,Mogilska – Lema – al. Jana Pawła II – Meissnera,Pachońskiego – Sosabowskiego – Trasa Wolbromska,5.374412229013228,0:05:30.899937
601,Księcia Józefa – Most Zwierzyniecki,al. Mickiewicza – Piłsudskiego – Focha,2.5450982027471736,0:03:56.300711
602,Księcia Józefa – Most Zwierzyniecki,al. Mickiewicza – Reymonta,3.06306103472441,0:04:33.594035
603,Księcia Józefa – Most Zwierzyniecki,al. Słowackiego – Prądnicka – Długa,4.531862546404214,0:06:19.347743
604,Księcia Józefa – Most Zwierzyniecki,Beliny-Prażmowskiego – Brodowicza,6.1783588583002285,0:07:08.009168
605,Księcia Józefa – Most Zwierzyniecki,Konopnickiej – Kamieńskiego – Kalwaryjska – Wadowicka (rondo Matecznego),3.9460994015104043,0:03:48.004027
606,Księcia Józefa – Most Zwierzyniecki,Monte Cassino – Kapelanka – Zielińskiego – Nowaczyńskiego,1.5159638892935352,0:01:24.257935
607,Księcia Józefa – Most Zwierzyniecki,Zakopiańska – Wadowicka – Tischnera – Brożka,4.044537098098288,0:04:11.911762
608,Księcia Józefa – Most Zwierzyniecki,Grota-Roweckiego – Kapelanka – Brożka – Lipińskiego,3.212262780678231,0:03:11.988011
609,Księcia Józefa – Most Zwierzyniecki,Wielicka – Powstańców Wielkopolskich – Powstańców Śląskich – Limanowskiego,6.04047507708574,0:05:37.223305
610,Księcia Józefa – Most Zwierzyniecki,Bratysławska – Doktora Twardego – Wybickiego,5.8675337649909025,0:07:55.516071
611,Księcia Józefa – Most Zwierzyniecki,Piastowska – Lea,5.056574101605232,0:06:57.126975
612,Księcia Józefa – Most Zwierzyniecki,Armii Krajowej – Zarzecze,6.321241696736012,0:08:28.183042
613,Księcia Józefa – Most Zwierzyniecki,Grota-Roweckiego – Trasa Łagiewnicka – Norymberska,3.858399528201652,0:03:52.731242
614,Księcia Józefa – Most Zwierzyniecki,Piastowska – Armii Krajowej – Nawojki,4.8073787237171235,0:06:39.184908
615,Księcia Józefa – Most Zwierzyniecki,Herberta – Turowicza – Trasa Łagiewnicka,6.495984162567094,0:06:14.442007
616,Księcia Józefa – Most Zwierzyniecki,Witosa – Nowosądecka – Łużycka,7.240086816631005,0:07:34.267327
