0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
"0,0131","0,0077","0,0048","0,0036","0,0041","0,0069","0,0221","0,0464","0,0623","0,0621","0,0581","0,0558","0,0564","0,0572","0,059","0,0639","0,0683","0,0678","0,0653","0,0608","0,0545","0,0438","0,0337","0,0232"
