0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23
1,31%;0,77%;0,48%;0,36%;0,41%;0,69%;2,21%;4,64%;6,23%;6,21%;5,81%;5,58%;5,64%;5,72%;5,90%;6,39%;6,83%;6,78%;6,53%;6,08%;5,45%;4,38%;3,37%;2,32%
